Date,Region,Disease,Temperature_C,Rainfall_mm,Humidity_Percent,Population_Density,Case_Count
2030-03-27,Europe,Cholera,30.45,89.52,88.08,150,18
2030-03-28,South America,Tuberculosis,34.05,83.75,79.56,5000,19
2030-03-29,South America,Measles,36.46,105.92,83.87,1000,22
2030-03-30,North America,Influenza,33.98,93.23,82.28,500,25
2030-03-31,South America,Influenza,37.75,135.59,75.06,150,26
2030-04-01,Southeast Asia,Typhoid,32.06,218.97,75.84,2000,74
2030-04-02,Middle East,Typhoid,29.86,110.31,74.56,300,20
2030-04-03,Oceania,Measles,32.86,118.74,73.89,5000,51
2030-04-04,Africa,Dengue,37.33,168.48,80.61,150,69
2030-04-05,Europe,Influenza,32.17,111.41,79.81,150,22
2030-04-06,South America,Influenza,30.68,174.59,87.49,2000,40
2030-04-07,Asia,Influenza,36.98,132.62,71.3,150,37
2030-04-08,Southeast Asia,Malaria,35.37,142.15,76.78,2000,76
2030-04-09,Asia,Measles,30.7,116.79,72.95,5000,40
2030-04-10,Asia,Dengue,30.4,119.47,74.46,300,47
2030-04-11,Southeast Asia,Malaria,29.2,142.62,84.23,500,61
2030-04-12,Middle East,Influenza,38.28,180.02,81.88,50,31
2030-04-13,Europe,Malaria,33.73,162.91,76.03,2000,28
2030-04-14,Southeast Asia,Typhoid,35.14,106.07,73.18,500,26
2030-04-15,North America,Typhoid,33.37,97.64,78.82,1000,32
2030-04-16,Asia,Cholera,30.28,178.17,70.19,300,66
2030-04-17,Middle East,Influenza,32.43,144.37,68.53,300,33
2030-04-18,North America,Dengue,34.35,137.42,75.17,2000,41
2030-04-19,Middle East,Measles,37.05,140.92,85.69,5000,30
2030-04-20,Southeast Asia,Tuberculosis,32.36,164.47,69.88,50,14
2030-04-21,Southeast Asia,Measles,36.95,104.84,68.9,500,49
2030-04-22,Southeast Asia,Cholera,29.48,145.52,78.34,2000,5
2030-04-23,North America,Influenza,32.86,153.45,79.76,500,43
2030-04-24,Oceania,Dengue,32.5,161.38,74.54,300,37
2030-04-25,Middle East,Typhoid,29.77,96.14,83.04,50,13
2030-04-26,Southeast Asia,COVID-19,34.48,132.02,77.48,500,46
2030-04-27,Middle East,Influenza,32.34,158.35,78.18,150,32
2030-04-28,Africa,Cholera,40.56,96.76,84.44,500,29
2030-04-29,Oceania,Typhoid,32.22,188.88,68.75,150,36
2030-04-30,Asia,COVID-19,30.03,152.36,72.43,1000,40
2030-05-01,Southeast Asia,Malaria,29.44,154.9,74.44,300,57
2030-05-02,Middle East,Measles,26.73,253.32,70.06,5000,13
2030-05-03,Oceania,Typhoid,27.47,131.26,76.63,5000,37
2030-05-04,Europe,Cholera,31.2,158.18,71.1,300,32
2030-05-05,South America,Typhoid,29.76,194.34,74.18,150,50
2030-05-06,Europe,Cholera,31.5,195.82,73.94,150,49
2030-05-07,Southeast Asia,Dengue,33.57,149.33,68.22,5000,39
2030-05-08,Middle East,Typhoid,30.55,113.67,74.81,300,26
2030-05-09,Asia,Cholera,33.4,149.12,71.48,1000,47
2030-05-10,North America,Influenza,34.15,148.88,73.41,300,36
2030-05-11,Africa,COVID-19,31.12,161.4,78.91,2000,15
2030-05-12,Europe,Malaria,28.74,182.72,74.79,5000,99
2030-05-13,North America,Dengue,33.59,160.72,79.0,300,51
2030-05-14,Middle East,Dengue,32.79,223.6,78.57,1000,86
2030-05-15,Asia,Dengue,29.0,123.42,74.05,1000,35
2030-05-16,Asia,Typhoid,27.62,133.56,70.2,300,31
2030-05-17,Oceania,COVID-19,30.82,151.27,77.85,5000,37
2030-05-18,North America,Tuberculosis,27.64,176.07,82.32,150,25
2030-05-19,South America,Influenza,28.91,123.46,71.4,500,38
2030-05-20,Southeast Asia,Dengue,28.84,119.32,68.25,50,74
2030-05-21,South America,Influenza,34.3,142.68,75.86,1000,21
2030-05-22,South America,Malaria,34.21,176.64,77.25,2000,33
2030-05-23,South America,Cholera,32.03,169.05,76.76,300,49
2030-05-24,Europe,Tuberculosis,30.2,151.26,76.4,2000,22
2030-05-25,Southeast Asia,Typhoid,27.38,141.68,65.11,2000,29
2030-05-26,South America,Malaria,33.31,174.62,69.85,2000,85
2030-05-27,Oceania,COVID-19,27.5,172.14,71.6,5000,50
2030-05-28,Europe,Dengue,25.27,143.78,64.31,5000,53
2030-05-29,Asia,Typhoid,33.63,154.12,69.95,500,45
2030-05-30,North America,Cholera,33.21,166.62,75.92,5000,27
2030-05-31,Southeast Asia,COVID-19,34.13,233.74,75.11,300,12
2030-06-01,Europe,Dengue,23.33,198.38,62.89,300,102
2030-06-02,Oceania,Measles,26.76,158.81,65.16,300,27
2030-06-03,Asia,Malaria,24.45,163.36,70.87,5000,104
2030-06-04,Middle East,Cholera,20.71,122.3,63.77,150,16
2030-06-05,Middle East,Measles,25.14,202.47,72.47,500,40
2030-06-06,Southeast Asia,COVID-19,24.42,120.65,65.13,50,38
2030-06-07,Southeast Asia,Malaria,26.92,158.75,62.82,5000,35
2030-06-08,North America,Dengue,18.13,146.75,57.15,50,63
2030-06-09,Oceania,COVID-19,23.45,163.85,60.08,500,1
2030-06-10,Europe,Measles,29.52,149.99,62.94,50,19
2030-06-11,Middle East,Influenza,27.92,184.3,60.87,2000,33
2030-06-12,Europe,Influenza,30.03,177.81,64.09,2000,26
2030-06-13,Africa,Measles,19.32,175.2,66.63,500,54
2030-06-14,Africa,COVID-19,18.25,146.25,62.1,300,41
2030-06-15,North America,Tuberculosis,24.56,176.35,67.04,1000,16
2030-06-16,Europe,Measles,27.8,193.0,63.4,500,54
2030-06-17,Asia,Typhoid,29.67,207.99,49.91,2000,70
2030-06-18,Oceania,Measles,27.38,240.19,71.19,5000,60
2030-06-19,Asia,Tuberculosis,27.64,220.46,74.97,50,24
2030-06-20,North America,COVID-19,20.28,170.78,66.95,500,41
2030-06-21,Europe,Tuberculosis,21.26,131.07,61.29,150,27
2030-06-22,South America,Tuberculosis,29.74,207.5,70.29,1000,22
2030-06-23,Oceania,Malaria,19.77,166.34,63.71,50,54
2030-06-24,North America,Tuberculosis,25.16,193.24,69.27,150,20
2030-06-25,Africa,Measles,19.29,165.51,65.22,1000,56
2030-06-26,South America,Influenza,23.3,195.38,66.45,5000,43
2030-06-27,Oceania,Tuberculosis,27.79,160.17,62.12,2000,22
2030-06-28,Oceania,Dengue,23.08,195.24,61.43,50,78
2030-06-29,South America,Typhoid,24.7,186.45,62.7,300,38
2030-06-30,North America,Typhoid,25.29,186.06,64.98,300,64
2030-07-01,Asia,Cholera,17.03,167.36,49.63,300,42
2030-07-02,Africa,Tuberculosis,16.65,160.93,55.64,2000,23
2030-07-03,Europe,Measles,18.34,151.42,64.68,1000,45
2030-07-04,Asia,Dengue,18.32,161.76,65.73,300,57
2030-07-05,Asia,COVID-19,17.93,148.73,54.75,500,34
2030-07-06,South America,Malaria,16.16,135.56,53.35,2000,63
2030-07-07,Middle East,Measles,18.86,163.07,63.85,50,56
2030-07-08,South America,Influenza,19.15,150.36,53.18,500,49
2030-07-09,Europe,Typhoid,19.39,157.69,53.43,150,28
2030-07-10,Southeast Asia,Dengue,20.96,129.82,62.47,300,44
2030-07-11,Middle East,Measles,19.55,129.17,57.44,5000,40
2030-07-12,Africa,Typhoid,19.85,213.43,58.39,2000,37
2030-07-13,Middle East,Typhoid,17.87,187.14,63.99,2000,47
2030-07-14,Southeast Asia,Measles,22.07,187.57,64.6,5000,18
2030-07-15,Europe,Malaria,22.0,198.79,50.81,1000,54
2030-07-16,Europe,Typhoid,17.45,147.42,55.09,2000,38
2030-07-17,Southeast Asia,Malaria,22.6,201.72,53.31,2000,56
2030-07-18,South America,Cholera,23.95,188.68,57.91,500,49
2030-07-19,Southeast Asia,Influenza,19.91,185.02,55.82,2000,45
2030-07-20,Europe,COVID-19,15.47,148.65,54.11,50,37
2030-07-21,Middle East,Dengue,17.22,153.28,49.93,50,69
2030-07-22,Oceania,Tuberculosis,19.75,118.13,53.33,50,24
2030-07-23,Europe,Dengue,18.37,148.37,57.13,300,64
2030-07-24,Africa,COVID-19,15.69,185.79,53.5,300,42
2030-07-25,Africa,Typhoid,19.89,153.47,52.38,50,32
2030-07-26,Europe,Malaria,24.88,128.43,65.96,5000,49
2030-07-27,Middle East,Influenza,20.11,136.68,53.64,300,34
2030-07-28,Africa,Cholera,16.86,163.01,55.46,150,58
2030-07-29,Southeast Asia,Influenza,16.5,172.36,58.74,50,28
2030-07-30,Oceania,Dengue,22.06,157.33,45.04,5000,73
2030-07-31,North America,Measles,16.65,137.85,60.94,500,37
2030-08-01,Africa,Typhoid,19.09,176.3,48.78,300,50
2030-08-02,Middle East,Typhoid,14.07,206.99,48.54,5000,63
2030-08-03,Europe,Malaria,18.87,149.48,48.66,1000,55
2030-08-04,Southeast Asia,Typhoid,9.88,146.73,53.76,2000,36
2030-08-05,Southeast Asia,Malaria,7.42,102.03,48.27,5000,45
2030-08-06,Oceania,Dengue,17.21,134.89,55.19,5000,37
2030-08-07,Middle East,Measles,18.17,154.24,53.9,150,38
2030-08-08,Middle East,COVID-19,21.83,154.8,47.17,1000,43
2030-08-09,North America,Typhoid,18.6,122.36,57.46,2000,33
2030-08-10,Africa,Dengue,9.31,148.99,49.98,5000,65
2030-08-11,Europe,Influenza,19.17,145.85,60.34,1000,39
2030-08-12,Africa,Dengue,18.21,164.15,51.52,2000,77
2030-08-13,South America,Cholera,14.56,127.32,45.45,1000,33
2030-08-14,North America,Cholera,17.32,175.38,55.97,5000,38
2030-08-15,Southeast Asia,Influenza,12.81,152.99,57.56,50,53
2030-08-16,Europe,Influenza,19.59,133.64,49.68,300,31
2030-08-17,Asia,Cholera,16.17,137.64,53.04,5000,33
2030-08-18,Southeast Asia,Dengue,15.94,116.7,56.72,5000,49
2030-08-19,Oceania,Measles,15.82,117.58,45.35,1000,60
2030-08-20,North America,Typhoid,18.0,91.28,55.83,5000,32
2030-08-21,North America,COVID-19,16.71,187.94,53.09,500,24
2030-08-22,Europe,Measles,17.44,147.35,48.99,50,48
2030-08-23,Oceania,Measles,11.34,169.72,47.62,300,31
2030-08-24,South America,Dengue,16.0,152.99,52.83,50,45
2030-08-25,Europe,Tuberculosis,14.82,106.01,50.89,150,28
2030-08-26,Europe,Tuberculosis,16.33,165.78,59.29,5000,17
2030-08-27,South America,Malaria,15.78,205.14,59.23,300,37
2030-08-28,Middle East,Malaria,17.5,140.02,56.14,50,43
2030-08-29,Oceania,Malaria,13.82,119.72,49.15,50,60
2030-08-30,North America,Tuberculosis,12.8,121.32,43.06,500,27
2030-08-31,South America,COVID-19,20.15,130.19,50.52,150,45
2030-09-01,Middle East,COVID-19,19.42,112.26,46.51,300,20
2030-09-02,Middle East,Dengue,11.65,102.2,46.72,50,45
2030-09-03,Asia,Cholera,13.34,68.26,44.11,5000,31
2030-09-04,Asia,Typhoid,17.67,151.92,52.7,1000,31
2030-09-05,Middle East,Dengue,18.97,99.01,51.1,300,42
2030-09-06,North America,COVID-19,6.16,148.14,52.46,500,52
2030-09-07,Middle East,Dengue,14.81,104.9,47.01,500,52
2030-09-08,North America,Measles,11.08,105.58,52.81,2000,43
2030-09-09,Asia,Influenza,16.11,70.26,45.17,300,45
2030-09-10,South America,Cholera,17.04,43.75,52.61,5000,13
2030-09-11,Europe,Tuberculosis,14.42,59.81,45.74,1000,27
2030-09-12,Middle East,Typhoid,15.1,88.52,49.42,50,26
2030-09-13,Asia,Malaria,16.32,97.75,55.46,300,54
2030-09-14,Europe,Cholera,16.24,101.64,53.29,1000,28
2030-09-15,Middle East,Typhoid,18.18,126.99,44.91,50,20
2030-09-16,North America,Typhoid,12.9,129.28,42.12,5000,37
2030-09-17,Africa,Malaria,16.09,134.88,50.9,50,32
2030-09-18,North America,Typhoid,12.12,64.54,47.31,300,17
2030-09-19,Africa,Measles,11.5,144.12,43.37,300,62
2030-09-20,Asia,Tuberculosis,18.56,126.95,46.53,50,24
2030-09-21,Europe,Dengue,11.17,127.33,49.63,300,44
2030-09-22,South America,Measles,11.33,25.67,44.81,2000,61
2030-09-23,South America,Malaria,13.79,94.92,53.28,2000,63
2030-09-24,Africa,Measles,18.98,70.83,40.29,150,69
2030-09-25,Oceania,COVID-19,21.81,105.65,43.65,2000,52
2030-09-26,Africa,Typhoid,14.68,96.61,54.47,300,26
2030-09-27,Asia,COVID-19,11.44,90.26,53.31,300,51
2030-09-28,Asia,Typhoid,15.79,128.0,48.19,1000,32
2030-09-29,Oceania,Influenza,4.87,86.51,53.82,2000,43
2030-09-30,Europe,Influenza,13.6,68.76,55.02,1000,51
2030-10-01,Southeast Asia,Influenza,18.82,8.21,51.21,50,37
2030-10-02,Europe,Measles,15.5,41.52,50.28,1000,54
2030-10-03,Southeast Asia,Measles,10.6,113.32,54.43,1000,45
2030-10-04,South America,Dengue,19.06,16.44,48.69,1000,18
2030-10-05,North America,Typhoid,20.44,58.61,54.26,2000,14
2030-10-06,South America,COVID-19,17.8,110.32,56.99,5000,44
2030-10-07,Middle East,COVID-19,18.37,77.33,54.54,500,55
2030-10-08,Europe,Influenza,19.65,56.19,55.22,50,35
2030-10-09,Southeast Asia,COVID-19,13.57,51.92,51.63,150,21
2030-10-10,Southeast Asia,Influenza,18.92,0.0,65.58,150,59
2030-10-11,North America,Tuberculosis,15.56,60.28,53.52,2000,17
2030-10-12,Oceania,Cholera,16.92,55.68,51.54,50,17
2030-10-13,Africa,Cholera,12.4,61.19,52.83,150,17
2030-10-14,Southeast Asia,COVID-19,15.69,94.14,50.24,50,45
2030-10-15,Africa,Typhoid,20.23,57.62,53.08,2000,17
2030-10-16,Asia,Influenza,20.05,52.27,58.43,150,38
2030-10-17,Middle East,Dengue,13.76,80.38,50.49,5000,43
2030-10-18,Africa,Typhoid,8.15,60.16,49.71,150,11
2030-10-19,Asia,Malaria,14.68,42.79,51.77,50,15
2030-10-20,Europe,Dengue,17.29,100.99,53.41,150,54
2030-10-21,Africa,Cholera,19.62,97.09,61.36,1000,21
2030-10-22,Africa,Cholera,14.18,83.5,55.55,5000,29
2030-10-23,North America,Tuberculosis,22.01,60.34,54.14,2000,15
2030-10-24,Southeast Asia,Influenza,22.75,49.9,50.47,500,35
2030-10-25,North America,COVID-19,14.41,38.12,49.39,500,25
2030-10-26,Middle East,Tuberculosis,13.98,118.47,55.69,50,27
2030-10-27,Southeast Asia,Typhoid,19.87,115.02,43.15,300,17
2030-10-28,North America,Cholera,13.93,45.91,50.51,50,12
2030-10-29,Africa,Measles,17.0,61.06,48.4,1000,14
2030-10-30,Southeast Asia,COVID-19,13.36,43.52,50.77,50,28
2030-10-31,Middle East,Cholera,14.87,26.07,51.38,300,7
2030-11-01,South America,Influenza,17.45,0.0,56.73,2000,32
2030-11-02,Asia,Measles,22.72,42.89,57.15,50,29
2030-11-03,Asia,Cholera,21.14,51.44,58.21,150,22
2030-11-04,Oceania,Tuberculosis,21.38,58.13,58.17,50,26
2030-11-05,South America,Influenza,17.61,16.97,59.25,500,45
2030-11-06,Middle East,Influenza,21.52,63.73,50.38,1000,28
2030-11-07,Oceania,Tuberculosis,20.69,8.99,74.39,150,25
2030-11-08,South America,Typhoid,19.77,15.25,55.1,150,8
2030-11-09,Oceania,Influenza,20.34,17.02,56.13,5000,62
2030-11-10,Oceania,Cholera,24.15,38.28,50.79,50,14
2030-11-11,Southeast Asia,Dengue,24.66,71.81,61.17,2000,52
2030-11-12,Southeast Asia,Dengue,20.16,49.56,54.1,50,31
2030-11-13,North America,Influenza,23.99,13.04,53.19,500,39
2030-11-14,Oceania,Dengue,19.32,50.19,55.23,5000,43
2030-11-15,Europe,Influenza,16.13,68.33,53.68,5000,21
2030-11-16,Southeast Asia,Influenza,20.71,23.08,51.95,300,19
2030-11-17,Middle East,Dengue,19.97,59.99,60.42,50,32
2030-11-18,North America,Influenza,21.44,29.9,50.35,300,22
2030-11-19,Middle East,Measles,19.39,25.9,61.75,50,49
2030-11-20,Middle East,Cholera,21.82,22.31,50.6,5000,13
2030-11-21,North America,Typhoid,21.58,0.0,53.33,500,4
2030-11-22,Southeast Asia,Measles,20.36,6.62,57.31,1000,38
2030-11-23,South America,COVID-19,19.52,9.23,54.31,2000,28
2030-11-24,North America,Typhoid,21.14,47.85,53.65,1000,21
2030-11-25,Oceania,Cholera,19.06,76.62,54.29,50,7
2030-11-26,South America,Influenza,21.21,38.17,57.67,1000,32
2030-11-27,South America,Cholera,19.9,15.38,55.99,1000,10
2030-11-28,Europe,Tuberculosis,20.55,49.02,56.34,300,19
2030-11-29,Middle East,Typhoid,16.54,19.62,40.89,2000,8
2030-11-30,Southeast Asia,Malaria,19.75,47.63,56.16,150,31
2030-12-01,Europe,Influenza,18.46,18.29,56.6,50,26
2030-12-02,Europe,Tuberculosis,24.44,58.29,66.86,1000,22
2030-12-03,Middle East,COVID-19,24.94,0.0,62.28,300,42
2030-12-04,Europe,Malaria,20.84,37.79,63.06,500,31
2030-12-05,Africa,COVID-19,27.88,0.0,62.09,300,27
2030-12-06,Oceania,Influenza,19.56,0.0,77.21,1000,48
2030-12-07,Europe,Influenza,30.75,44.87,61.29,150,30
2030-12-08,North America,Measles,26.77,33.13,62.11,300,20
2030-12-09,Asia,Cholera,34.86,15.77,63.37,2000,9
2030-12-10,Asia,Dengue,24.27,23.68,71.43,300,21
2030-12-11,Asia,Typhoid,21.51,15.15,62.68,2000,12
2030-12-12,Southeast Asia,COVID-19,28.51,23.23,58.61,5000,25
2030-12-13,Oceania,Tuberculosis,25.05,30.09,63.13,500,19
2030-12-14,Oceania,Malaria,23.22,19.3,53.09,50,13
2030-12-15,Southeast Asia,Influenza,23.12,56.23,60.93,500,41
2030-12-16,Asia,Influenza,25.68,58.94,71.31,2000,38
2030-12-17,Asia,Cholera,23.57,0.09,63.79,500,4
2030-12-18,Asia,Cholera,26.66,32.61,67.96,500,16
2030-12-19,Oceania,Measles,30.59,23.74,70.5,150,31
2030-12-20,Middle East,Malaria,28.56,51.85,70.04,5000,32
2030-12-21,North America,COVID-19,22.99,0.0,64.8,50,56
2030-12-22,South America,COVID-19,24.07,43.55,69.22,50,34
2030-12-23,South America,Malaria,28.95,0.0,58.89,300,11
2030-12-24,Southeast Asia,Cholera,22.54,30.09,66.45,2000,13
2030-12-25,Oceania,Influenza,26.79,0.0,58.91,50,41
2030-12-26,Asia,Cholera,23.11,0.0,69.86,300,7
2030-12-27,Europe,Cholera,29.67,25.61,68.13,300,14
2030-12-28,Europe,COVID-19,23.08,53.32,66.38,5000,55
2030-12-29,Asia,Malaria,25.56,58.89,66.12,150,18
2030-12-30,North America,Malaria,29.36,0.0,71.27,5000,15
2030-12-31,Africa,Dengue,28.53,54.04,67.15,50,36
2031-01-01,Europe,Measles,31.27,0.0,73.09,2000,24
2031-01-02,South America,COVID-19,30.51,0.0,66.58,150,51
2031-01-03,Africa,Typhoid,33.21,30.59,73.42,150,10
2031-01-04,Oceania,COVID-19,31.71,10.44,77.47,2000,33
2031-01-05,Europe,Measles,28.74,31.37,69.54,2000,41
2031-01-06,South America,Dengue,28.39,44.77,78.58,150,22
2031-01-07,Europe,Cholera,29.61,44.56,70.32,150,15
2031-01-08,Middle East,COVID-19,31.67,63.22,69.47,300,24
2031-01-09,Middle East,Cholera,29.08,1.69,75.32,50,3
2031-01-10,Asia,Tuberculosis,37.0,69.6,72.56,5000,29
2031-01-11,Europe,COVID-19,25.09,106.42,69.55,150,36
2031-01-12,North America,Tuberculosis,24.43,45.31,66.97,5000,23
2031-01-13,Europe,Typhoid,28.37,0.0,68.48,150,5
2031-01-14,South America,Typhoid,26.16,8.25,75.82,5000,16
2031-01-15,South America,Malaria,31.43,3.2,70.66,1000,17
2031-01-16,Middle East,COVID-19,28.95,57.81,73.59,500,45
2031-01-17,Southeast Asia,Malaria,29.06,70.48,71.67,300,26
2031-01-18,Oceania,Typhoid,36.53,0.0,68.81,2000,4
2031-01-19,Southeast Asia,Typhoid,37.52,84.92,79.97,300,19
2031-01-20,Middle East,Influenza,37.28,41.77,77.39,150,33
2031-01-21,Asia,Cholera,29.85,23.16,71.45,500,11
2031-01-22,Asia,Measles,31.1,29.77,80.05,150,3
2031-01-23,Africa,Measles,31.53,52.25,78.23,500,34
2031-01-24,Europe,COVID-19,30.62,60.3,79.96,300,31
2031-01-25,South America,Malaria,30.8,81.08,61.88,5000,32
2031-01-26,South America,Tuberculosis,34.4,63.49,75.11,500,20
2031-01-27,Oceania,Cholera,27.35,12.98,80.24,1000,6
2031-01-28,North America,Typhoid,30.3,8.11,76.71,1000,5
2031-01-29,Oceania,Measles,29.71,0.0,64.43,500,35
2031-01-30,Southeast Asia,Measles,26.02,93.87,62.19,500,28
2031-01-31,Oceania,Typhoid,30.05,19.76,66.98,300,6
2031-02-01,Africa,Measles,30.69,51.4,87.75,50,35
2031-02-02,Europe,Typhoid,37.21,75.21,83.56,150,3
2031-02-03,Africa,Dengue,32.75,99.21,75.13,300,70
2031-02-04,South America,Tuberculosis,38.11,45.93,75.47,5000,16
2031-02-05,South America,Tuberculosis,31.77,23.02,80.13,150,13
2031-02-06,South America,Dengue,35.47,78.84,69.68,50,59
2031-02-07,Oceania,Influenza,35.2,82.49,74.2,1000,39
2031-02-08,Asia,COVID-19,37.04,57.04,88.0,150,32
2031-02-09,Oceania,Tuberculosis,37.08,68.79,80.92,300,11
2031-02-10,Africa,Cholera,34.77,37.95,73.76,2000,20
2031-02-11,Europe,Tuberculosis,33.02,29.9,76.19,50,14
2031-02-12,Africa,Tuberculosis,37.96,39.13,80.64,5000,33
2031-02-13,Oceania,Measles,32.16,75.96,72.84,500,59
2031-02-14,North America,Typhoid,36.47,54.22,74.13,2000,16
2031-02-15,Europe,Measles,32.64,118.59,71.86,150,35
2031-02-16,Asia,Cholera,33.61,56.48,77.45,500,15
2031-02-17,Asia,Typhoid,36.28,78.27,80.08,2000,1
2031-02-18,Southeast Asia,COVID-19,34.56,10.33,81.22,5000,54
2031-02-19,South America,COVID-19,30.88,52.15,74.99,5000,54
2031-02-20,Asia,Measles,33.95,111.85,80.06,5000,40
2031-02-21,Middle East,Cholera,33.86,84.54,69.3,500,22
2031-02-22,Southeast Asia,Influenza,33.45,81.76,77.05,300,23
2031-02-23,Europe,Malaria,33.68,27.51,68.36,300,30
2031-02-24,North America,Typhoid,35.4,74.01,84.51,5000,17
2031-02-25,Oceania,COVID-19,29.37,57.9,76.25,150,26
2031-02-26,Middle East,Measles,33.42,41.65,68.81,2000,30
2031-02-27,Middle East,Tuberculosis,30.25,66.95,74.71,300,30
2031-02-28,North America,Influenza,38.47,80.38,70.24,150,44
2031-03-01,Europe,COVID-19,39.73,100.56,86.61,1000,25
2031-03-02,Middle East,Measles,29.4,77.19,88.65,150,19
2031-03-03,Middle East,Dengue,35.0,101.02,77.44,1000,41
2031-03-04,Middle East,Cholera,35.22,83.14,72.89,500,23
2031-03-05,South America,COVID-19,38.22,126.09,75.95,1000,19
2031-03-06,Southeast Asia,Tuberculosis,34.15,147.03,83.23,50,28
2031-03-07,Europe,Dengue,37.67,112.62,80.6,2000,61
2031-03-08,Europe,Influenza,33.36,57.57,83.61,5000,52
2031-03-09,Southeast Asia,Influenza,31.65,124.66,88.4,150,34
2031-03-10,Asia,Dengue,32.55,103.69,77.25,500,38
2031-03-11,Africa,Cholera,36.3,51.89,72.78,150,15
2031-03-12,Africa,Dengue,34.93,110.31,89.38,500,51
2031-03-13,North America,COVID-19,36.79,70.73,83.84,1000,27
2031-03-14,North America,Malaria,35.21,96.73,85.16,300,27
2031-03-15,Middle East,Measles,28.15,93.6,82.34,150,37
2031-03-16,South America,Malaria,38.7,113.12,77.18,1000,15
2031-03-17,Middle East,Typhoid,34.29,130.84,78.04,2000,32
2031-03-18,South America,Measles,36.26,69.54,83.12,5000,54
2031-03-19,Asia,Malaria,34.48,66.13,79.67,5000,12
2031-03-20,Asia,Tuberculosis,36.01,113.57,88.38,500,22
2031-03-21,Southeast Asia,Malaria,36.23,74.16,78.22,1000,21
2031-03-22,Africa,Cholera,34.42,90.84,81.5,1000,19
2031-03-23,Southeast Asia,Tuberculosis,35.25,90.0,78.34,150,24
2031-03-24,North America,Malaria,35.12,122.84,79.4,500,48
2031-03-25,South America,Measles,34.46,78.56,78.2,1000,54
2031-03-26,Asia,COVID-19,32.26,91.64,78.06,1000,32
2031-03-27,Southeast Asia,Typhoid,34.01,108.38,71.45,500,35
2031-03-28,North America,Dengue,36.9,62.71,68.65,300,25
2031-03-29,Southeast Asia,COVID-19,34.27,177.41,82.72,2000,15
2031-03-30,Africa,Measles,32.93,98.4,81.27,1000,20
2031-03-31,Europe,Measles,34.6,78.47,74.48,150,35
2031-04-01,Europe,Measles,35.98,165.23,80.86,500,27
2031-04-02,Middle East,Malaria,35.8,149.27,78.66,2000,50
2031-04-03,South America,Measles,32.17,142.22,90.0,2000,39
2031-04-04,North America,Cholera,31.83,115.03,75.53,5000,50
2031-04-05,Europe,Tuberculosis,32.46,167.21,76.11,2000,25
2031-04-06,Africa,Dengue,36.04,122.84,74.78,2000,80
2031-04-07,Asia,Typhoid,36.61,163.72,81.93,500,43
2031-04-08,South America,COVID-19,39.71,141.32,80.88,50,17
2031-04-09,South America,COVID-19,31.19,103.98,84.36,500,8
2031-04-10,Southeast Asia,Malaria,32.45,50.19,73.83,300,26
2031-04-11,Asia,Influenza,37.81,151.9,73.82,500,41
2031-04-12,North America,Dengue,33.71,141.13,71.98,2000,41
2031-04-13,Southeast Asia,Measles,31.18,141.39,78.38,300,50
2031-04-14,Middle East,Cholera,34.82,58.77,79.3,500,9
2031-04-15,North America,Influenza,30.76,115.63,74.67,300,20
2031-04-16,South America,Malaria,34.27,97.68,79.77,300,77
2031-04-17,Southeast Asia,Typhoid,29.67,131.46,65.37,500,28
2031-04-18,South America,Dengue,35.59,161.62,78.38,1000,83
2031-04-19,Asia,Typhoid,41.3,191.37,75.38,150,24
2031-04-20,Southeast Asia,Tuberculosis,32.44,111.59,80.25,5000,15
2031-04-21,Europe,Malaria,33.44,165.14,77.49,5000,47
2031-04-22,North America,Dengue,37.18,83.63,76.35,150,41
2031-04-23,Africa,Dengue,33.71,145.41,81.04,1000,59
2031-04-24,Middle East,Malaria,32.56,127.77,74.93,50,67
2031-04-25,North America,Tuberculosis,31.72,165.4,78.09,150,19
2031-04-26,Southeast Asia,COVID-19,35.52,118.18,81.18,150,34
2031-04-27,Asia,Influenza,31.87,155.86,80.72,2000,48
2031-04-28,Asia,Typhoid,36.56,154.74,72.35,2000,64
2031-04-29,North America,Dengue,29.45,168.48,80.15,500,43
2031-04-30,Africa,Typhoid,33.29,137.64,84.52,50,25
2031-05-01,North America,Influenza,29.21,99.2,81.17,5000,27
2031-05-02,Middle East,Cholera,30.98,166.24,72.01,150,47
2031-05-03,Oceania,Cholera,35.01,176.83,75.78,150,44
2031-05-04,South America,Influenza,33.05,155.39,77.88,500,45
2031-05-05,North America,Influenza,33.25,149.48,71.66,300,36
2031-05-06,Asia,Dengue,25.89,217.13,72.44,150,87
2031-05-07,South America,Malaria,28.27,129.48,69.48,2000,58
2031-05-08,Europe,Influenza,32.02,174.14,74.23,500,31
2031-05-09,South America,COVID-19,31.49,213.77,76.02,300,42
2031-05-10,Asia,Cholera,30.88,124.19,67.28,1000,34
2031-05-11,Middle East,Measles,29.97,182.48,80.88,50,42
2031-05-12,Asia,Cholera,33.78,172.12,68.46,50,38
2031-05-13,Oceania,COVID-19,27.59,216.03,76.45,150,42
2031-05-14,North America,Measles,33.71,108.68,75.44,2000,21
2031-05-15,Oceania,Influenza,29.98,159.93,75.81,500,37
2031-05-16,Asia,Typhoid,34.04,151.23,76.05,150,37
2031-05-17,South America,Tuberculosis,25.09,141.72,71.75,2000,30
2031-05-18,Oceania,Influenza,31.39,134.26,71.8,50,55
